word,phonetic,translation,exchange,derivatives,collins,frq,tag
epithelial,.epi'θi:liәl,a. 上皮的 / [医] 上皮的,,epithelialize,,24731,
epithelium,.epi'θi:liәm,n. 上皮 / [医] 上皮,,epitheliums,,27495,
epithet,'epiθet,"n. 浑名, 绰号, 称号",s:epithets,"epithetic,epithets",,14731,gre
epitome,i'pitәmi,"n. 概要, 缩影, 象征",s:epitomes,"epitomes,epitomise,epitomist,epitomize",1,15775,gre
epitomize,i'pitәmaiz,"vt. 摘要, 概括",d:epitomized/3:epitomizes/p:epitomized/i:epitomizing,"epitomized,epitomizer,epitomizes,epitomizing",1,12479,gre
epoch,'i:pɒk,"n. 新纪元, 时代, 时期",s:epochs,epochal,1,12794,cet6 ky toefl ielts gre
epochal,'epɒkәl,"a. 新纪元的, 划时代的",,epochally,,24985,
eponymous,i'pɒnimәs,a. 齐名的,,eponymously,1,23201,
epoxy,e'pɒksi,a. 环氧的 / [化] 环氧; 表氧; 桥氧,3:epoxies/p:epoxied,"epoxied,epoxies",,17451,
epsilon,ep'sailәn. 'epsilɔn,n. 希腊语字母之第五字,s:epsilons,epsilons,,22651,
equable,'ekwәbl,"a. 平静的, 变动小的",,,,43969,gre
equal,'i:kwәl,"n. 对手, 匹敌, 同辈 / a. 相等的, 平等的, 胜任的, 合适的, 平静的, 不相上下的 / vt. 等于, 比得上 / [计] 等长度编码",3:equals/s:equals/d:equalled/p:equalled/i:equalling,"equaled,equaling,equalise,equality,equalize,equally,equalness,equals",4,1830,gk cet4 cet6 ky toefl ielts
equality,i:'kwɒliti,"n. 平等, 均匀, 相等 / [法] 同等, 平等, 相等",s:equalities,equalities,,4590,gk cet4 cet6 ky toefl
equalization,.i:kwәlai'zeiʃәn,"n. 均等, 同等化, 平等化 / [计] 平衡, 均衡",,,,24396,
equalize,'i:kwәlaiz,"vt. 使相等, 补偿 / vi. 相等",d:equalized/i:equalizing/p:equalized/3:equalizes,"equalization,equalized,equalizer,equalizes,equalizing",2,17737,
equalizer,'i:kwәlaizә,"n. 使相等的东西, 平衡装置, 均压器 / [化] 平衡器; 均衡器; 均压管; 均压平衡管",,equalizers,,22728,
equally,'i:kwәli,"adv. 相等地, 同样地, 平等地",,,1,2369,
equanimity,.i:kwә'nimiti,"n. 平静, 镇定, 沉着",,,,22634,gre
equate,i'kweit,"vt. 使相等, 视为平等 / vi. 等同",d:equated/3:equates/i:equating/p:equated,"equated,equates,equating,equative,equator",1,7997,cet6 toefl gre
equation,i'kweiʃәn,"n. 相等, 等式, 平衡 / [化] 方程式; 等式; 反应式; 公式",s:equations,"equational,equations",2,3982,cet4 cet6 ky toefl ielts gre
equator,i'kweitә,"n. 赤道 / [医] 赤道, 中纬线",s:equators,equators,1,12760,cet6 ky toefl ielts gre
equatorial,.ekwә'tɒ:riәl,"a. 近赤道的, 赤道的 / [医] 中纬线的",,"equatorially,equatorials",,13650,
equestrian,i'kwestriәn,"a. 骑术的, 马的, 骑在马背上的 / n. 骑手",s:equestrians,"equestrianism,equestrians",,16564,toefl gre
equilibrium,.i:kwi'libriәm,"n. 平衡, 平静, 均衡 / [化] 平衡",,equilibriums,1,9063,cet6 toefl ielts gre
equine,'i:kwain,"n. 马 / a. 马的, 象马的",s:equines,"equinal,equination,equinely,equines,equinity",1,23325,gre
equinox,'i:kwәnɒks,"n. 昼夜平分点, 春分, 秋分",s:equinoxes,equinoxes,,22684,
equip,i'kwip,"vt. 装备, 配备 / [机] 设备, 装置",d:equipped/i:equipping/p:equipped/3:equips,"equiped,equipment,equips",2,4145,gk cet4 cet6 ky toefl
equipe,e'kɪp,n. <法>运动队（或比赛队）及其装备,d:equiped,"equiped,equipment",,0,cet6
equipment,i'kwipmәnt,"n. 装备, 设备, 才能 / [化] 设备; 装备; 装置",s:equipments,equipments,4,1352,gk cet4 cet6 ky toefl ielts
equitable,'ekwitәbl,"a. 公平的, 公正的 / [法] 公平的, 公正的, 平衡法的",,equitableness,1,9927,toefl ielts
equitably,'ekwitәbli,"adv. 公正地, 依据衡平法",,,,23141,
equity,'ekwiti,"n. 公平, 公正 / [经] 权益, 产权",s:equities,equities,3,3863,ielts gre
equivalence,i'kwivәlәns,"n. 同等, 等价, 等值 / [计] 等价",s:equivalences/p:equivalenced,"equivalenced,equivalences",,17793,
equivalency,i'kwivәlәnsi,"n. 均等, 同类, 同义, 等量, 等值, 等价, 相当, 相等",s:equivalencies,equivalencies,,20467,
equivalent,i'kwivәlәnt,"n. 同等物, 等价物, 相等物 / a. 相等的, 相当的, 同意义的 / [计] 等价的",s:equivalents,"equivalently,equivalents",3,4330,cet4 cet6 ky toefl ielts gre
equivalently,,adv. 相等地；相当于,,,,33312,
equivocal,i'kwivәkl,"a. 意义不明确的, 模棱两可的 / [医] 双关的, 两可的",,"equivocality,equivocally,equivocalness",,20444,toefl ielts
equivocate,i'kwivәkeit,"vi. 说模棱两可的话, 支吾",p:equivocated/s:equivocates/d:equivocated/i:equivocating/3:equivocates,"equivocated,equivocates,equivocating,equivocator",,31467,toefl gre
equivocation,i.kwivә'keiʃәn,"n. 模棱两可的话, 含糊话 / [电] 等业",s:equivocations,equivocations,,25752,gre
era,'iәrә,"n. 时代, 纪元, 时期",s:eras,"eras,erasion",3,1884,cet4 cet6 ky toefl
eradicate,i'rædikeit,"vt. 根除, 扑灭, 根绝, 消灭",d:eradicated/i:eradicating/3:eradicates/p:eradicated,"eradicated,eradicates,eradicating,eradicative,eradicator",1,9110,cet6 toefl ielts gre
eradication,"i,rædi'keiʃәn","n. 连根拔除, 歼灭, 消灭, 根除, 使断根 / [医] 根除, 扑灭, 消灭",,,,14988,
erase,i'reis,"vt. 抹去, 擦掉 / [计] 清洗; 擦除; 抹除; DOS内部命令:从磁盘上删除一个或多个文件",d:erased/p:erased/i:erasing/3:erases,"erasable,eraseable,erased,erasement,eraser,erases,erasing",1,5776,ky toefl ielts gre
erased,i'reizd,a. 被清除的；[纹章]断掉并留有不平均边的,0:erase/1:dp/p:erased,,,30493,
eraser,i'reisә,n. 擦子,s:erasers,erasers,,16590,zk gk
erasure,i'reiʃә,"n. 擦除, 抹掉 / [电] 擦掉",s:erasures,erasures,,22110,gre
ere,eә,"conj. 在...以前, 毋宁 / prep. 在...以前, 毋宁",s:eres,"eral,eres,eric,ering,erly",,29299,
erect,i'rekt,"a. 直立的, 竖立的, 笔直的 / vt. 使竖立, 使直立, 树立, 建立 / vi. 勃起",d:erected/p:erected/i:erecting/3:erects,"erectable,erected,erecter,erecting,erective,erectly,erectness,erector",2,6356,cet4 cet6 ky toefl ielts gre
erectile,i'rektil,"a. 可直立的, 能勃起的 / [医] 能勃起的, 能竖立的",,erectility,,22538,
erection,i'rekʃәn,"n. 直立, 竖起, 建筑物 / [化] 装配",s:erections,erections,1,13126,
erector,i'rektә,"n. 树立者, 竖立肌, 安装器, 安装者, 装配者, 建立者 / [化] 安装工",s:erectors,erectors,,28552,
ergometer,ә:'^ɔmitә,"n. 测力计 / [医] 测力计, 肌力计, 量力器",,,,31740,
ergonomic,",\\\\:^әj'nɔmik",a. 人类环境改造学的,,"ergonomical,ergonomics",,21886,
ergonomics,.ә:gәu'nɒmiks,"n. 工效学, 人类工程学 / [化] 工效学",,,,24433,
Eritrean,,厄立特里亚的,s:eritreans,eritreans,,25269,
ermine,'ә:min,"n. 白鼬, 白鼬毛皮 / [法] 法官职位, 法官制服",s:ermines,"ermined,ermineous,ermines",,31127,
erode,i'rәud,"vt. 腐蚀, 侵蚀 / vi. 受腐蚀",d:eroded/p:eroded/3:erodes/i:eroding,"erodable,eroded,erodent,erodes,erodible,eroding",2,6821,toefl
eroded,,"a. 被侵蚀的, 损坏了",0:erode/1:dp/d:eroded/p:eroded,,,20397,
eroding,ɪˈrəʊdɪŋ,"v. 侵蚀, 腐蚀( erode的现在分词 ); 逐渐毁坏, 削弱, 损害",0:erode/1:i/i:eroding,,,16168,
erogenous,i'rɒdʒinәs,"a. 唤起情欲的, 性感的 / [医] 性欲发生的",,,,32999,
erosion,i'rәuʒәn,"n. 腐蚀, 冲蚀, 侵蚀 / [化] 磨耗; 侵蚀",s:erosions,"erosional,erosions",1,5930,cet6 ky toefl ielts
erotic,i'rɒtik,"a. 性爱的, 性欲的, 色情的 / n. 好色之徒, 色情诗",s:erotics,"erotical,eroticise,eroticism,eroticist,eroticize,erotics",2,7874,
erotica,i'rɔtikә,"n. 色情作品 / [法] 色情书籍, 色情画, 淫画",s:erotica/0:erotica/1:s,,,25677,
erotically,,adv. 引起性欲地,,,,31317,
eroticism,i'rɒtisizm,"n. 性爱倾向, 性欲亢进 / [医] 性欲, 色情",,,,22057,
err,ә:,"vi. 犯错, 做错, 犯罪 / [法] 弄错, 犯错误, 陈述",d:erred/p:erred/3:errs/i:erring,"errable,errant,erred,erring,error,errs",1,13165,toefl gre
errand,'erәnd,"n. 任务, 差使, 使命",s:errands,errands,1,9937,cet6 ielts gre
errant,'erәnt,"a. 周游的, 离开正道的, 不定的",,errantly,,15107,
erratic,i'rætik,"n. 古怪的人, 漂泊无定的人 / a. 不稳定的, 奇怪的",s:erratics,"erratical,erraticism,erratics",1,10635,toefl ielts gre
erratically,i'rætikәli,"adv. 不规律地, 不定地",,,,21291,toefl
erroneous,i'rәuniәs,"a. 错误的, 不正确的 / [法] 错误的, 不正确的",,"erroneously,erroneousness",1,12587,cet6 ky toefl ielts
erroneously,,"adv. 错误, 不正确",,,,19032,
error,'erә,"n. 错误, 过失, 失误, 误差 / [计] 错误",s:errors,"errorist,errorless,errors",3,2198,gk cet4 cet6 ky toefl
ersatz,eә'zɑ:tz,n. 代用品,,,,22476,gre
erstwhile,'ә:stwail,"adv. 以前, 往昔地 / a. 以前的, 往昔的",,,1,18074,gre
erudite,'eru:dait,a. 博学的 / n. 博学者,,"eruditely,eruditeness",,22378,toefl gre
erudition,.eru:'diʃәn,n. 博学,s:eruditions,eruditions,,24254,
erupt,i'rʌpt,vi. 爆发 / vt. 喷出,p:erupted/d:erupted/3:erupts/i:erupting,"erupted,eruptible,erupting,eruptive,erupts",2,5291,gk cet6 ky toefl ielts gre
eruption,i'rʌpʃәn,"n. 爆发, 喷出物, 出疹 / [化] 喷发",s:eruptions,"eruptional,eruptions",,8662,cet6 toefl
erythema,.eri'θi:mә,n. 红斑 / [医] 红斑,,,,28867,
escalate,'eskәleit,"vi. 逐步扩大, 逐步升高, 逐步增强 / vt. 使逐步上升",d:escalated/3:escalates/p:escalated/i:escalating,"escalated,escalates,escalating,escalator",2,7542,ky toefl ielts gre
escalating,ˈeskəleitɪŋ,v. （使）逐步升级( escalate的现在分词 ); （使）逐步扩大; （使）更高; （使）更大,0:escalate/1:i/i:escalating,,,10940,
escalation,.eskә'leiʃәn,"n. 扩大, 增加 / [经] 调查, 价格调整",s:escalations,escalations,,12543,gre
escalator,'eskәleitә,"n. 电动扶梯, 自动扶梯 / [机] 升降阶梯",s:escalators,escalators,,14743,toefl ielts
escapade,.eskә'peid,n. 越轨行为,s:escapades/3:escapades,escapades,,20099,
escape,i'skeip,"n. 逃亡, 避难设备, 逃跑 / vi. 逃脱, 避开, 溜走 / vt. 逃避, 避免, 被...忘掉",p:escaped/d:escaped/i:escaping/3:escapes/s:escapes,"escapable,escaped,escapement,escaper,escapes,escaping,escapism,escapist",4,2034,gk cet4 cet6 ky toefl
escaped,,"v. 避开；泄出；逃离, 逃脱（escape的过去式, 过去分词）",0:escape/1:pd/p:escaped/d:escaped,,,19129,
escapee,i.skei'pi:,"n. 逃亡者, 逃避者 / [法] 脱逃者",s:escapees,"escapees,escapement",,20785,
escaping,,a. 溢出的；换码,0:escape/1:i/i:escaping,,,19008,
escapism,is'keipizәm,"n. 逃避现实, 逃避主义",,,,25197,gre
escapist,is'keipist,a. 逃避现实的 / n. 逃避现实者,s:escapists,escapists,,26317,toefl
escarole,'eskәrәul,n. 做沙拉的一种蔬菜,,,,29667,
escarpment,is'kɑ:pmәnt,"n. 悬崖, 断崖, 绝壁",s:escarpments,escarpments,,23807,
eschatological,.eskәtә'lɒdʒikәl,"a. 末世学的, 末世论的",,eschatologically,,20815,
eschatology,.eskә'tɒlәdʒi,n. 末世论,s:eschatologies,eschatologies,,27959,
eschew,is'tʃu:,"vt. 避开, 远避",i:eschewing/p:eschewed/3:eschews/d:eschewed/s:eschews,"eschewal,eschewed,eschewing,eschews",1,11880,toefl gre
escort,'eskɒ:t,"n. 护送者, 护卫者, 护航舰 / vt. 护卫, 护送",d:escorted/p:escorted/i:escorting/s:escorts/3:escorts,"escorted,escorting,escorts",2,6668,cet6 ky toefl ielts gre
escrow,'eskrәu,"n. 附带条件实现后交付的契约 / [经] 有条件转让契约, 第三者代管契约",,,,22368,
Eskimo,'eskimәu,n. 爱斯基摩人,s:eskimos,eskimos,1,19795,
esophageal,"i(:),sɔfә'dʒi(:)әl",a. 食管 / [医] 食管的,,,,23990,
esophagus,i:'sɒfәgәs,n. 食道 / [医] 食管,,,,18110,gre
esoteric,.esәu'terik,"a. 秘教的, 奥秘的, 秘传的 / [医] 体内的, 内部的, 隐的",s:esoterics,"esoterical,esotericism,esoterics",1,13782,gre
espalier,is'pæljә,"n. 墙树, 树篱",s:espaliers/p:espaliered,"espaliered,espaliering,espaliers",,32506,
especial,i'speʃәl,"a. 特别的, 特殊的 / [法] 特别的, 特殊的",,"especially,especialness",,28397,
especially,i'speʃәli,"adv. 尤其, 特别, 格外",,,4,515,zk gk cet4 cet6 ky
espionage,.espiә'nɑ:ʒ,"n. 间谍活动 / [法] 间谍活动, 刺探, 间谍",,,1,11218,gre
esplanade,.esplә'neid,"n. 平坦空地, 广场",,esplanades,,25552,
espousal,i'spauzl,"n. 拥护, 订婚, 婚礼",,,,35028,gre
espouse,i'spauz,"vt. 支持, 赞成, 嫁, 娶 / [法] 娶, 出嫁, 信奉",d:espoused/p:espoused/i:espousing/3:espouses,"espousal,espoused,espouser,espouses,espousing",1,9966,gre
espresso,e'spresәu,n. （用汽加压煮出的）浓咖啡,s:espressos,espressos,,12725,
esprit,es'pri:,"n. （法）精神, 才智；机敏",3:esprits/s:esprits,esprits,,25967,
espy,i'spai,"vt. 看出, 望见, 发现",p:espied/d:espied/i:espying/3:espies,"espial,espied,espier,espies,espying",,41170,gre
essay,'esei. e'sei,"n. 随笔, 短文, 评论, 企图 / vt. 试图",s:essays/p:essayed/d:essayed/i:essaying/3:essays,"essayed,essayer,essaying,essayist,essays",2,2536,gk cet4 cet6 ky ielts
essayist,'eseiist,"n. 随笔作家, 评论家",s:essayists,"essayistic,essayists",,15631,
essence,'esns,"n. 实质, 本质, 香精 / [化] 香精",s:essences,"essenced,essences,essencing",2,3468,cet6 ky toefl ielts
essential,i'senʃәl,"n. 要素, 要点, 本质 / a. 必要的, 重要的, 本质的 / [计] 本质冒险",s:essentials,"essentialism,essentialist,essentiality,essentialize,essentially,essentialness,essentials",4,1949,cet4 cet6 ky toefl ielts gre
essentialism,i'senʃәlizәm,"n. 基本教育论, 本质先于存在论",s:essentialisms,essentialisms,,27548,
essentially,i'senʃәli,"adv. 本质上, 本来",,,3,2286,
establish,i'stæbliʃ,"vt. 建立, 确立, 制定 / vi. 移植生长",d:established/i:establishing/p:established/3:establishes,"establishable,established,establisher,establishes,establishing,establishment",4,896,cet4 cet6 ky ielts
established,is'tæbliʃt,"a. (被)建立的, 固定的, 既定的, 确定的, 确认的, 确立的, (被)制定的 / [计] 确定的, 既定的",0:establish/1:dp/d:established/p:established,,2,5309,
establishing,isˈtæbliʃɪŋ,v. 建立( establish的现在分词 ); 确定; [植物学]使（植物）定植; 使成为,0:establish/1:i/i:establishing,,,30416,
establishment,i'stæbliʃmәnt,"n. 确立, 制定, 设施 / [经] 企业, 公司, 商店",s:establishments,"establishmentism,establishments",3,2890,cet4 cet6 ky
estate,i'steit,"n. 不动产, (人生的)阶段, 阶层, 财产 / [经] 房地产, 遗产, 财产",s:estates,"estated,estates,estator",2,1778,cet4 cet6 ky toefl ielts
esteem,i'sti:m,"n. 尊敬, 尊重 / vt. 尊敬, 尊重, 认为",d:esteemed/p:esteemed/3:esteems/i:esteeming/s:esteems,"esteemable,esteemed,esteeming,esteems",2,11271,ky toefl ielts
esteemed,,a. 受人尊敬的,0:esteem/1:dp/p:esteemed/d:esteemed,,,17613,
ester,'estә,n. 酯 / [化] 酯,0:est/1:r/s:esters,"esterize,esterly,esters",,31848,
esthetic,es'θetik,a. 审美的 / [医] 感觉的,,"esthetical,estheticism,esthetics",,19901,cet6
esthetics,i:s'θetiks,n. 美学,,,,28822,
estimable,'estimәbl,"a. 可尊敬的, 可估计的",,estimableness,,27308,toefl gre
estimate,'estimeit,"n. 估计, 判断 / vt. 估计, 评价, 判断 / vi. 估计",d:estimated/s:estimates/p:estimated/3:estimates/i:estimating,"estimated,estimates,estimating,estimative,estimator",4,1798,cet4 cet6 ky toefl ielts
estimated,,a. 估算的；估计的；预计的,0:estimate/1:dp/d:estimated/p:estimated,,,3490,
estimation,.esti'meiʃәn,"n. 判断, 估计, 尊重 / [化] 估计; 估定; 测定; 估值",s:estimations,estimations,,10340,
estimator,'estimeitә,n. 估计者 / [化] 估计器; 估计量,s:estimators,estimators,,27958,
Estonian,es'tәuniәn,"a. 爱沙尼亚的 / n. 爱沙尼亚人, 爱沙尼亚语",s:estonians,estonians,,22000,
estrange,i'streindʒ,"vt. 使疏远, 离间, 使离开",i:estranging/p:estranged/3:estranges/d:estranged,"estranged,estrangement,estranger,estranges,estranging",,37800,gre
estranged,i'streindʒd,"a. 疏远的, 分离的, 隔离的",1:pd/0:estrange,estrangedness,1,11853,gre
estrangement,i'streindʒmәnt,n. 疏远,s:estrangements,estrangements,,19137,
estrogen,'estrәdʒәn,n. 雌激素 / [化] 雌激素,s:estrogens,"estrogenic,estrogenous,estrogens",,7885,
estrus,'estrәs,"n. 动情期, 动情周期 / [医] 动情期",,,,31933,
estuarine,'estjuәrin,"a. 河口的, 港湾的",,,,28273,
estuary,'estjuәri,"n. 河口, 港湾",s:estuaries,"estuarial,estuaries",1,13321,gre
ETA,'i:tә,估计的到达时间,s:etas,etas,,23619,
etc,,"及其他, 等等",,,3,3079,
etcetera,it'setәrә,"n. 等等, 额外的人(或物)",s:etceteras,etceteras,,21550,
etch,etʃ,"vt. 蚀刻, 蚀镂 / vi. 施行蚀刻法 / n. 腐蚀剂 / [计] 刻蚀; 侵蚀",d:etched/p:etched/i:etching/3:etches/s:etches,"etchant,etched,etcher,etches,etching",1,8832,toefl gre
etching,'etʃiŋ,"n. 蚀刻版画, 蚀刻画, 蚀刻术 / [化] 蚀刻; 浸蚀",0:etch/1:i/s:etchings/i:etching,etchings,,14836,gre
eternal,i'tә:nl,"a. 永恒的, 永远的, 不灭的",,"eternalise,eternalize,eternally,eternalness,eternals",2,5626,cet6 ky toefl ielts gre
eternally,i't\\\\:nәli,"adv. 永恒地, 常常",,,,15450,
eternity,i'tә:niti,"n. 永远, 来世, 不朽",s:eternities,eternities,1,8376,
ethanol,'eθәnәul,"n. 乙醇, 酒精 / [化] 乙醇",s:ethanols,ethanols,,8391,
ether,'i:θә,"n. 醚, 苍天, 以太 / [化] 醚; 以太",s:ethers,"etheric,etherise,etherism,etherize,ethers",,16825,
ethereal,i'θiriәl,"a. 轻的, 飘渺的, 天上的 / [医] 醚制的, 挥发性的",,"ethereality,etherealize,ethereally",1,15313,gre
Ethernet,,"n. 以太网 / [计] 以太网, 以太网报文分组",s:ethernets,ethernets,,24966,
ethic,'eθik,"n. 道德规范, 伦理",,"ethical,ethicism,ethicist,ethicize,ethics",2,7137,toefl
ethical,'eθikәl,"a. 伦理的, 民族的, 民族特有的 / [医] 伦理的, 道德的",,"ethicality,ethically,ethicals",2,3454,cet6
ethically,,adv. 伦理上,,,,14021,toefl
ethicist,'eθisist,伦理学家,s:ethicists,ethicists,,16470,
ethics,'eθiks,n. 道德规范 / [医] 伦理学,,,,3231,cet6 toefl gre
Ethiopian,.i:θi'әupiәn,a. 埃塞俄比亚的 / n. 埃塞俄比亚人,s:ethiopians,ethiopians,,10499,
ethmoid,'eθmɒid,a. 筛骨的 / n. 筛骨,,ethmoidal,,32987,
ethnic,'eθnik,"a. 人种的, 种族的 / [医] 人种的",,"ethnical,ethnicism,ethnicity,ethnics",3,1729,cet6 ky toefl ielts gre
ethnic cleansing,ˈeθnik ˈklenziŋ,种族清洗,,,1,0,
ethnically,'eθnikli,"adv. 人种上, 民族上",,,,12005,
ethnicity,eθ'nisәti,n. 种族划分,s:ethnicities,ethnicities,,5432,
ethnocentric,",eθnәu'sentrik","种族[民族]中心主义的, 种族[民族, 集团]优越感的",,ethnocentricity,,25043,
ethnocentrism,.eθnәu'sentrizm,n. 民族优越感,,,,25274,
ethnographer,eθ'nɒgrәfә,"n. 人种志学者, 人种学者",s:ethnographers,ethnographers,,16688,
ethnographic,ˌeθnə'ɡræfɪk,a. 人种志的,,ethnographical,,9816,
ethnography,eθ'nɒgrәfi,"n. 人种论, 人种学 / [医] 人种志",s:ethnographies,ethnographies,,14683,
ethnological,",eθnәu'lɔdʒikәl","a. 民族的, 人种学的",,ethnologically,,31264,
ethnologist,eθ'nɒlәdʒist,"n. 民族学者, 人种学者",s:ethnologists,ethnologists,,30303,
ethnology,eθ'nɒlәdʒi,n. 人种学 / [医] 人种学,,,,28724,gre
ethos,'i:θɔs,n. 气质；民族精神；社会思潮,,,1,11241,gre
ethyl,"'eθil, 'i:θail",[化] 乙基 / [医] 乙基,,"ethylal,ethylation,ethylic,ethylism,ethylize",,27849,
ethylene,'eθili:n,"n. 乙烯 / [化] 乙烯; 1,2-亚乙基",,"ethylenes,ethylenic",,24972,
etiological,,"a. 病原学, 病因学 / [医] 病因学的, 病原学的",,etiologically,,31275,
etiology,",i:ti'ɔlәdʒi","n. 病原学, 病因学 / [医] 病因学, 病原学",s:etiologies,etiologies,,16669,
etiquette,eti'ket,"n. 礼仪, 礼节, 成规 / [法] 规则, 成规, 礼节",s:etiquettes,etiquettes,1,11679,toefl ielts gre
Etruscan,i'trʌskәn,"a. (意大利中西部古国)伊特鲁里亚的,伊特鲁里亚人的 / n. 伊特鲁里亚人",s:etruscans,etruscans,,32975,
etude,ei'tju:d,n. 练习曲,s:etudes,etudes,,25898,
etymological,.etimә'lɒdʒikl,"a. 词源的, 词源学的",,etymologically,,27563,
etymology,.eti'mɔlәdʒi,"n. 语源, 语源学",s:etymologies,etymologies,,23015,gre
